FID;NOME;GEOCODIGO;POINT_X;POINT_Y;NOMEUF;SIGLAUF
766;General Carneiro;4108502;-51.391492;-26.471993;PARANA;PR
767;Itaiópolis;4208104;-49.891436;-26.471774;SANTA CATARINA;SC
768;São Lourenço do Oeste;4216909;-52.859570;-26.468666;SANTA CATARINA;SC
769;Araquari;4201307;-48.757742;-26.458324;SANTA CATARINA;SC
770;Campo Erê;4203501;-53.130533;-26.450989;SANTA CATARINA;SC
771;Palmas;4117602;-51.814332;-26.450803;PARANA;PR
772;Galvão;4205605;-52.659012;-26.449534;SANTA CATARINA;SC
773;Balneário Barra do Sul;4202057;-48.653175;-26.446166;SANTA CATARINA;SC
774;Rio Negrinho;4215000;-49.596268;-26.442464;SANTA CATARINA;SC
775;Corupá;4204509;-49.326995;-26.440416;SANTA CATARINA;SC
776;Princesa;4214151;-53.611711;-26.432570;SANTA CATARINA;SC
777;Bela Vista do Toldo;4202131;-50.488267;-26.416569;SANTA CATARINA;SC
778;Guarujá do Sul;4206603;-53.483198;-26.398510;SANTA CATARINA;SC
779;Jupiá;4209177;-52.720718;-26.394110;SANTA CATARINA;SC
780;Porto União;4213609;-51.008113;-26.383318;SANTA CATARINA;SC
781;Schroeder;4217402;-49.051849;-26.374441;SANTA CATARINA;SC
782;Palma Sola;4212007;-53.313993;-26.373560;SANTA CATARINA;SC
783;Irineópolis;4207908;-50.760887;-26.357421;SANTA CATARINA;SC
784;Clevelândia;4105706;-52.357237;-26.344918;PARANA;PR
785;Mariópolis;4115309;-52.580550;-26.335993;PARANA;PR
786;Dionísio Cerqueira;4205001;-53.533061;-26.330940;SANTA CATARINA;SC
787;São Bento do Sul;4215802;-49.349410;-26.295148;SANTA CATARINA;SC
788;Vitorino;4128708;-52.808676;-26.283004;PARANA;PR
789;São Francisco do Sul;4216206;-48.639170;-26.261705;SANTA CATARINA;SC
790;Canoinhas;4203808;-50.533560;-26.249221;SANTA CATARINA;SC
791;Marmeleiro;4115408;-53.092736;-26.246644;PARANA;PR
792;Barracão;4102604;-53.531131;-26.246449;PARANA;PR
793;Joinville;4209102;-48.955158;-26.245520;SANTA CATARINA;SC
794;Flor da Serra do Sul;4107850;-53.294021;-26.237502;PARANA;PR
795;Renascença;4121604;-52.950466;-26.226603;PARANA;PR
796;Porto Vitória;4120309;-51.221756;-26.226263;PARANA;PR
797;Mafra;4210100;-49.889830;-26.200350;SANTA CATARINA;SC
798;Coronel Domingos Soares;4106456;-51.922564;-26.182354;PARANA;PR
799;Paula Freitas;4118600;-50.860579;-26.177443;PARANA;PR
800;Três Barras;4218301;-50.255106;-26.170686;SANTA CATARINA;SC
801;Bituruna;4102901;-51.524027;-26.169984;PARANA;PR
802;Pato Branco;4118501;-52.663056;-26.169045;PARANA;PR
803;Honório Serpa;4109658;-52.372260;-26.162037;PARANA;PR
804;Bom Jesus do Sul;4103156;-53.551153;-26.161850;PARANA;PR
805;Salgado Filho;4122800;-53.418013;-26.137878;PARANA;PR
806;Campo Alegre;4203303;-49.218620;-26.120990;SANTA CATARINA;SC
807;União da Vitória;4128203;-51.074915;-26.109146;PARANA;PR
808;Manfrinópolis;4114351;-53.344592;-26.095239;PARANA;PR
809;Rio Negro;4122305;-49.683674;-26.094426;PARANA;PR
810;Piên;4119103;-49.453353;-26.090056;PARANA;PR
811;Bom Sucesso do Sul;4103222;-52.838262;-26.086215;PARANA;PR
812;Itapoá;4208450;-48.652853;-26.082161;SANTA CATARINA;SC
813;Santo Antônio do Sudoeste;4124400;-53.633222;-26.066263;PARANA;PR
814;Paulo Frontin;4118709;-50.748093;-26.060714;PARANA;PR
815;Garuva;4205803;-48.868811;-26.057411;SANTA CATARINA;SC
816;Francisco Beltrão;4108403;-53.132349;-26.047621;PARANA;PR
817;Mangueirinha;4114401;-52.208822;-26.033212;PARANA;PR
818;Agudos do Sul;4100301;-49.311170;-26.027459;PARANA;PR
819;Pinhal de São Bento;4119251;-53.477834;-26.015665;PARANA;PR
820;Coronel Vivida;4106506;-52.564763;-25.992513;PARANA;PR
821;Itapejara D'oeste;4111209;-52.823918;-25.986103;PARANA;PR
822;Campo do Tenente;4104105;-49.657055;-25.977625;PARANA;PR
823;Pranchita;4120358;-53.721688;-25.966718;PARANA;PR
824;Antônio Olinto;4101309;-50.128784;-25.959592;PARANA;PR
825;Cruz Machado;4106803;-51.232549;-25.922055;PARANA;PR
826;Ampére;4101002;-53.483664;-25.916137;PARANA;PR
827;Quitandinha;4121208;-49.481653;-25.910331;PARANA;PR
828;São Mateus do Sul;4125605;-50.442733;-25.908777;PARANA;PR
829;Enéas Marques;4107405;-53.153480;-25.905756;PARANA;PR
830;Tijucas do Sul;4127601;-49.112272;-25.901697;PARANA;PR
831;Nova Esperança do Sudoeste;4116950;-53.257145;-25.898423;PARANA;PR
832;Mallet;4113908;-50.856763;-25.887304;PARANA;PR
833;Bela Vista da Caroba;4102752;-53.634535;-25.881138;PARANA;PR
834;Verê;4128609;-52.958132;-25.875041;PARANA;PR
835;Reserva do Iguaçu;4121752;-51.963641;-25.867697;PARANA;PR
836;Pérola D'oeste;4119004;-53.758555;-25.850235;PARANA;PR
837;Mandirituba;4114302;-49.322273;-25.841482;PARANA;PR
838;Guaratuba;4109609;-48.768272;-25.817781;PARANA;PR
839;Chopinzinho;4105409;-52.451713;-25.812425;PARANA;PR
840;Pinhão;4119301;-51.632257;-25.785090;PARANA;PR
841;Santa Izabel do Oeste;4123808;-53.422470;-25.784055;PARANA;PR
842;Salto do Lontra;4123006;-53.286796;-25.775081;PARANA;PR
843;São João;4124806;-52.793463;-25.774769;PARANA;PR
844;Lapa;4113205;-49.871412;-25.770146;PARANA;PR
845;Matinhos;4115705;-48.554305;-25.762456;PARANA;PR
846;Dois Vizinhos;4107207;-53.074742;-25.749995;PARANA;PR
847;Planalto;4119806;-53.707602;-25.736692;PARANA;PR
848;Rio Azul;4122008;-50.798732;-25.721294;PARANA;PR
849;Contenda;4106209;-49.526140;-25.719358;PARANA;PR
850;Saudade do Iguaçu;4126272;-52.604894;-25.715622;PARANA;PR
851;Foz do Jordão;4108452;-52.090657;-25.699497;PARANA;PR
852;Sulina;4126652;-52.719766;-25.692342;PARANA;PR
853;Fazenda Rio Grande;4107652;-49.297701;-25.675656;PARANA;PR
854;Realeza;4121406;-53.543377;-25.673474;PARANA;PR
855;São João do Triunfo;4125100;-50.287286;-25.671014;PARANA;PR
856;São José dos Pinhais;4125506;-49.094709;-25.664044;PARANA;PR
857;Rebouças;4121505;-50.620986;-25.658211;PARANA;PR
858;São Jorge D'oeste;4125209;-52.939838;-25.655737;PARANA;PR
859;Boa Esperança do Iguaçu;4103024;-53.225359;-25.640311;PARANA;PR
860;Inácio Martins;4110201;-51.197070;-25.633970;PARANA;PR
861;Pontal do Paraná;4119954;-48.468702;-25.631955;PARANA;PR
862;Capanema;4104501;-53.763493;-25.610287;PARANA;PR
863;Araucária;4101804;-49.441955;-25.608428;PARANA;PR
864;Cruzeiro do Iguaçu;4106571;-53.129579;-25.595695;PARANA;PR
865;Nova Prata do Iguaçu;4117255;-53.378658;-25.590428;PARANA;PR
866;Porto Barreiro;4120150;-52.382395;-25.584762;PARANA;PR
867;Rio Bonito do Iguaçu;4122156;-52.613348;-25.538179;PARANA;PR
868;Porto Amazonas;4120101;-49.895478;-25.529488;PARANA;PR
869;Paranaguá;4118204;-48.524241;-25.525413;PARANA;PR
870;Candói;4104428;-52.020692;-25.524086;PARANA;PR
871;Balsa Nova;4102307;-49.688428;-25.521572;PARANA;PR
872;Morretes;4116208;-48.855729;-25.518545;PARANA;PR
873;Fernandes Pinheiro;4107736;-50.509721;-25.517535;PARANA;PR
874;Irati;4110706;-50.825856;-25.488107;PARANA;PR
875;Curitiba;4106902;-49.288236;-25.478163;PARANA;PR
876;Serranópolis do Iguaçu;4126355;-54.027896;-25.475899;PARANA;PR
877;Piraquara;4119509;-49.052069;-25.472754;PARANA;PR
878;Capitão Leônidas Marques;4104600;-53.592678;-25.469707;PARANA;PR
879;Foz do Iguaçu;4108304;-54.482838;-25.464378;PARANA;PR
880;Santa Terezinha de Itaipu;4124053;-54.427627;-25.457296;PARANA;PR
881;Quedas do Iguaçu;4120903;-52.954924;-25.456858;PARANA;PR
882;Palmeira;4117701;-50.056665;-25.443035;PARANA;PR
883;Três Barras do Paraná;4127858;-53.224612;-25.438913;PARANA;PR
884;Boa Vista da Aparecida;4103057;-53.421856;-25.434032;PARANA;PR
885;Pinhais;4119152;-49.154954;-25.419874;PARANA;PR
886;Virmond;4128658;-52.236266;-25.409606;PARANA;PR
887;Santa Lúcia;4123824;-53.553826;-25.389169;PARANA;PR
888;São Miguel do Iguaçu;4125704;-54.261758;-25.388266;PARANA;PR
889;Guarapuava;4109401;-51.494887;-25.377378;PARANA;PR
890;Quatro Barras;4120804;-48.994742;-25.369279;PARANA;PR
891;Espigão Alto do Iguaçu;4107546;-52.785018;-25.352717;PARANA;PR
892;Matelândia;4115606;-53.904831;-25.351419;PARANA;PR
893;Laranjeiras do Sul;4113304;-52.382003;-25.345471;PARANA;PR
894;Teixeira Soares;4127007;-50.408082;-25.313582;PARANA;PR
895;Colombo;4105805;-49.187997;-25.306242;PARANA;PR
896;Antonina;4101200;-48.722189;-25.304979;PARANA;PR
897;Almirante Tamandaré;4100400;-49.322476;-25.296889;PARANA;PR
898;Campo Largo;4104204;-49.618295;-25.291656;PARANA;PR
899;Campo Magro;4104253;-49.462757;-25.289842;PARANA;PR
900;Cantagalo;4104451;-52.131248;-25.287389;PARANA;PR
901;Medianeira;4115804;-54.090669;-25.262200;PARANA;PR
902;Lindoeste;4113452;-53.557803;-25.261798;PARANA;PR
903;Céu Azul;4105300;-53.760772;-25.247223;PARANA;PR
904;Catanduvas;4105003;-53.155740;-25.241843;PARANA;PR
905;Guaraqueçaba;4109500;-48.367204;-25.234919;PARANA;PR
906;Imbituva;4110102;-50.654306;-25.226099;PARANA;PR
907;Nova Laranjeiras;4117057;-52.569424;-25.213659;PARANA;PR
908;Campina Grande do Sul;4104006;-48.844923;-25.186765;PARANA;PR
909;Guamiranga;4108957;-50.838674;-25.170292;PARANA;PR
910;Itaipulândia;4110953;-54.358044;-25.154995;PARANA;PR
911;Ibema;4109757;-53.022980;-25.153544;PARANA;PR
912;Ponta Grossa;4119905;-50.080932;-25.141330;PARANA;PR
913;Campina do Simão;4103958;-51.782890;-25.130440;PARANA;PR
914;Goioxim;4108650;-51.994864;-25.129614;PARANA;PR
915;Prudentópolis;4120606;-51.104724;-25.126151;PARANA;PR
916;Itaperuçu;4111258;-49.490930;-25.125544;PARANA;PR
917;Bocaiúva do Sul;4103107;-48.936148;-25.115966;PARANA;PR
918;Marquinho;4115457;-52.253123;-25.101088;PARANA;PR
919;Missal;4116059;-54.239931;-25.095426;PARANA;PR
920;Ramilândia;4121257;-54.074230;-25.095312;PARANA;PR
921;Rio Branco do Sul;4122206;-49.348630;-25.077069;PARANA;PR
922;Guaraniaçu;4109302;-52.864979;-25.054201;PARANA;PR
923;Santa Tereza do Oeste;4124020;-53.605684;-25.036896;PARANA;PR
924;Cascavel;4104808;-53.379380;-25.029307;PARANA;PR
925;Cananéia;3509908;-48.007886;-25.018214;SAO PAULO;SP
926;Turvo;4127965;-51.481833;-25.012715;PARANA;PR
927;Vera Cruz do Oeste;4128559;-53.916771;-25.010200;PARANA;PR
928;Diamante do Sul;4107124;-52.703423;-24.995303;PARANA;PR
929;Ipiranga;4110508;-50.584751;-24.988841;PARANA;PR
930;Ivaí;4111407;-50.860300;-24.986901;PARANA;PR
931;Diamante D'oeste;4107157;-54.100370;-24.953788;PARANA;PR
932;Tunas do Paraná;4127882;-48.903038;-24.952417;PARANA;PR
933;Campo Bonito;4104055;-53.013823;-24.933861;PARANA;PR
934;Santa Maria do Oeste;4123857;-51.926002;-24.911149;PARANA;PR
935;São Pedro do Iguaçu;4125753;-53.890830;-24.906177;PARANA;PR
936;Laranjal;4113254;-52.490538;-24.902087;PARANA;PR
937;Carambeí;4104659;-50.149916;-24.894036;PARANA;PR
938;Santa Helena;4123501;-54.305101;-24.889493;PARANA;PR
939;Barra do Turvo;3505401;-48.426994;-24.888391;SAO PAULO;SP
940;Palmital;4117800;-52.265803;-24.875905;PARANA;PR
941;Cerro Azul;4105201;-49.279537;-24.875240;PARANA;PR
942;Ilha Comprida;3520426;-47.715676;-24.858788;SAO PAULO;SP
943;Boa Ventura de São Roque;4103040;-51.569495;-24.857181;PARANA;PR
944;São José das Palmeiras;4125456;-54.120358;-24.815216;PARANA;PR
945;Altamira do Paraná;4100459;-52.692159;-24.813275;PARANA;PR
946;Braganey;4103354;-53.090265;-24.801875;PARANA;PR
947;Castro;4104907;-49.841581;-24.799901;PARANA;PR
948;Ouro Verde do Oeste;4117453;-53.909977;-24.793213;PARANA;PR
949;Adrianópolis;4100202;-48.821252;-24.783093;PARANA;PR
950;Jacupiranga;3524600;-48.053850;-24.777300;SAO PAULO;SP
951;Cajati;3509254;-48.194836;-24.771868;SAO PAULO;SP
952;Corbélia;4106308;-53.236410;-24.742541;PARANA;PR
953;Entre Rios do Oeste;4107538;-54.222160;-24.713830;PARANA;PR
954;Toledo;4127700;-53.780151;-24.705605;PARANA;PR
955;Mato Rico;4115739;-52.211013;-24.701643;PARANA;PR
956;Cafelândia;4103453;-53.363771;-24.692363;PARANA;PR
957;Pitanga;4119608;-51.780069;-24.690889;PARANA;PR
958;Iguatu;4110052;-53.085935;-24.688364;PARANA;PR
959;Pariquera-Açu;3536208;-47.849810;-24.678057;SAO PAULO;SP
960;Nova Cantu;4116802;-52.558203;-24.659474;PARANA;PR
961;Tibagi;4127502;-50.468283;-24.656277;PARANA;PR
962;Cândido de Abreu;4104402;-51.253481;-24.645541;PARANA;PR
963;Tupãssi;4127957;-53.508934;-24.644627;PARANA;PR
964;Anahy;4101051;-53.142388;-24.644164;PARANA;PR
965;Pato Bragado;4118451;-54.248843;-24.635051;PARANA;PR
966;Doutor Ulysses;4128633;-49.392547;-24.625034;PARANA;PR
967;Itaóca;3522158;-48.839028;-24.617907;SAO PAULO;SP
968;Campina da Lagoa;4103909;-52.787774;-24.616604;PARANA;PR
969;Ribeira;3542800;-49.036829;-24.606857;SAO PAULO;SP
970;Reserva;4121703;-50.956688;-24.595323;PARANA;PR
971;Quatro Pontes;4120853;-53.976753;-24.571779;PARANA;PR
972;Marechal Cândido Rondon;4114609;-54.137614;-24.571702;PARANA;PR
973;Itapirapuã Paulista;3522653;-49.223526;-24.568182;SAO PAULO;SP
974;Roncador;4122503;-52.261529;-24.565846;PARANA;PR
975;Iguape;3520301;-47.474658;-24.549358;SAO PAULO;SP
976;Iporanga;3521200;-48.546321;-24.513056;SAO PAULO;SP
977;Ubiratã;4128005;-53.021582;-24.504739;PARANA;PR
978;Registro;3542602;-47.820757;-24.503865;SAO PAULO;SP
979;Nova Aurora;4116703;-53.276902;-24.502384;PARANA;PR
980;Eldorado;3514809;-48.233534;-24.494740;SAO PAULO;SP
981;Manoel Ribas;4114500;-51.641146;-24.488831;PARANA;PR
982;Piraí do Sul;4119400;-49.937452;-24.470226;PARANA;PR
983;Nova Tebas;4117271;-51.944420;-24.459436;PARANA;PR
984;Maripá;4115358;-53.789116;-24.447941;PARANA;PR
985;Barra do Chapéu;3505351;-49.085236;-24.443850;SAO PAULO;SP
986;Nova Santa Rosa;4117222;-53.959927;-24.442659;PARANA;PR
987;Imbaú;4110078;-50.741655;-24.438695;PARANA;PR
988;Iracema do Oeste;4110656;-53.351699;-24.438146;PARANA;PR
989;Mercedes;4115853;-54.186643;-24.433724;PARANA;PR
990;Assis Chateaubriand;4102000;-53.587366;-24.429512;PARANA;PR
991;Apiaí;3502705;-48.816872;-24.421088;SAO PAULO;SP
992;Jesuítas;4112751;-53.410781;-24.413259;PARANA;PR
993;Juranda;4112959;-52.836027;-24.397624;PARANA;PR
994;Ariranha do Ivaí;4101853;-51.541509;-24.376418;PARANA;PR
995;Mamborê;4114005;-52.589287;-24.361554;PARANA;PR
996;Iretama;4110805;-52.110979;-24.352395;PARANA;PR
997;Luiziana;4113734;-52.330763;-24.348582;PARANA;PR
998;Rio Branco do Ivaí;4122172;-51.332965;-24.346741;PARANA;PR
999;Arapuã;4101655;-51.815039;-24.343531;PARANA;PR
1000;Jaguariaíva;4112009;-49.705016;-24.330567;PARANA;PR
1001;Bom Sucesso de Itararé;3507159;-49.165320;-24.316184;SAO PAULO;SP
1002;Rosário do Ivaí;4122651;-51.203619;-24.315431;PARANA;PR
1003;Quarto Centenário;4120655;-53.155805;-24.302837;PARANA;PR
1004;Itariri;3523305;-47.128110;-24.292824;SAO PAULO;SP
1005;Formosa do Oeste;4108205;-53.331625;-24.291935;PARANA;PR
1006;Rancho Alegre D'oeste;4121356;-52.960739;-24.291108;PARANA;PR
1007;Ivaiporã;4111506;-51.629277;-24.281309;PARANA;PR
1008;Peruíbe;3537602;-47.013118;-24.279695;SAO PAULO;SP
1009;Palotina;4117909;-53.825963;-24.277663;PARANA;PR
1010;Sete Barras;3551801;-47.935198;-24.274063;SAO PAULO;SP
1011;Ribeirão Branco;3543006;-48.777964;-24.255913;SAO PAULO;SP
1012;Boa Esperança;4103008;-52.749014;-24.255573;PARANA;PR
1013;Telêmaco Borba;4127106;-50.522448;-24.249600;PARANA;PR
1014;Sengés;4126306;-49.456382;-24.248849;PARANA;PR
1015;Juquiá;3526100;-47.653364;-24.213812;SAO PAULO;SP
1016;Guapiara;3517604;-48.555649;-24.212246;SAO PAULO;SP
1017;Terra Roxa;4127403;-54.062726;-24.208441;PARANA;PR
1018;Jardim Alegre;4112504;-51.770292;-24.206488;PARANA;PR
1019;Miracatu;3529906;-47.394869;-24.194935;SAO PAULO;SP
1020;Guaíra;4108809;-54.231110;-24.192079;PARANA;PR
1021;Grandes Rios;4108700;-51.448005;-24.190544;PARANA;PR
1022;Nova Campina;3532827;-48.973193;-24.190238;SAO PAULO;SP
1023;Ribeirão Grande;3543253;-48.358648;-24.188385;SAO PAULO;SP
1024;Ventania;4128534;-50.245328;-24.176615;PARANA;PR
1025;Goioerê;4108601;-53.051272;-24.172575;PARANA;PR
1026;Brasilândia do Sul;4103370;-53.541424;-24.165762;PARANA;PR
1027;Pedro de Toledo;3537206;-47.163666;-24.163630;SAO PAULO;SP
1028;Godoy Moreira;4108551;-51.908138;-24.159742;PARANA;PR
1029;Ortigueira;4117305;-50.946979;-24.135193;PARANA;PR
1030;Janiópolis;4112207;-52.810685;-24.127259;PARANA;PR
1031;Farol;4107553;-52.628140;-24.123057;PARANA;PR
1032;Corumbataí do Sul;4106555;-52.140220;-24.122771;PARANA;PR
1033;Campo Mourão;4104303;-52.379917;-24.103737;PARANA;PR
1034;Alto Piquiri;4100707;-53.401600;-24.098593;PARANA;PR
1035;Francisco Alves;4108320;-53.872427;-24.094734;PARANA;PR
1036;Arapoti;4101606;-49.975902;-24.092965;PARANA;PR
1037;Itanhaém;3522109;-46.835166;-24.091687;SAO PAULO;SP
1038;Lidianópolis;4113429;-51.640090;-24.088179;PARANA;PR
1039;Barbosa Ferraz;4102505;-52.046958;-24.082096;PARANA;PR
1040;Lunardelli;4113759;-51.771019;-24.080449;PARANA;PR
1041;Itararé;3523206;-49.303495;-24.080018;SAO PAULO;SP
1042;Mongaguá;3531100;-46.668012;-24.069653;SAO PAULO;SP
1043;Mariluz;4115101;-53.209901;-24.053043;PARANA;PR
1044;Iporã;4110607;-53.720110;-24.045013;PARANA;PR
1045;Capão Bonito;3510203;-48.289336;-24.038887;SAO PAULO;SP
1046;Moreira Sales;4116109;-53.004985;-24.024756;PARANA;PR
1047;Cruzmaltina;4106852;-51.475485;-24.019380;PARANA;PR
1048;Praia Grande;3541000;-46.521885;-24.014547;SAO PAULO;SP
1049;Curiúva;4107009;-50.465157;-24.013078;PARANA;PR
1050;Tapiraí;3553500;-47.619531;-24.008322;SAO PAULO;SP
1051;Faxinal;4107603;-51.285114;-24.002927;PARANA;PR
1052;São João do Ivaí;4125001;-51.847123;-23.992586;PARANA;PR
1053;São Vicente;3551009;-46.487907;-23.958987;SAO PAULO;SP
1054;São José da Boa Vista;4125407;-49.670936;-23.958979;PARANA;PR
1055;Juquitiba;3526209;-47.024742;-23.955226;SAO PAULO;SP
1056;Araruna;4101705;-52.575530;-23.954322;PARANA;PR
1057;Guarujá;3518701;-46.234555;-23.950444;SAO PAULO;SP
1058;Mundo Novo;5005681;-54.275108;-23.943599;MATO GROSSO DO SUL;MS
1059;Taquarivaí;3553856;-48.688154;-23.942946;SAO PAULO;SP
1060;Cafezal do Sul;4103479;-53.561989;-23.939228;PARANA;PR
1061;Borrazópolis;4103305;-51.592143;-23.938859;PARANA;PR
1062;Peabiru;4118808;-52.323765;-23.935589;PARANA;PR
1063;Perobal;4118857;-53.364751;-23.923291;PARANA;PR
1064;Itapeva;3522406;-48.871639;-23.913268;SAO PAULO;SP
1065;São Miguel Arcanjo;3550209;-47.993345;-23.913252;SAO PAULO;SP
1066;Mauá da Serra;4115754;-51.178906;-23.911352;PARANA;PR
1067;Pinhalão;4119202;-50.060696;-23.903456;PARANA;PR
1068;Altônia;4100509;-53.949044;-23.902428;PARANA;PR
1069;Fênix;4107702;-52.028715;-23.901598;PARANA;PR
1070;Sete Quedas;5007703;-55.027317;-23.880067;MATO GROSSO DO SUL;MS
1071;Tuneiras do Oeste;4127908;-52.843410;-23.879017;PARANA;PR
1072;Figueira;4107751;-50.429936;-23.876727;PARANA;PR
1073;Sapopema;4126207;-50.604388;-23.875037;PARANA;PR
1074;Itaberá;3521705;-49.143617;-23.874002;SAO PAULO;SP
1075;Santos;3548500;-46.292594;-23.868622;SAO PAULO;SP
1076;Cubatão;3513504;-46.408367;-23.864902;SAO PAULO;SP
1077;Kaloré;4113106;-51.690367;-23.857054;PARANA;PR
1078;Pilar do Sul;3537909;-47.728266;-23.856098;SAO PAULO;SP
1079;Wenceslau Braz;4128500;-49.784272;-23.855027;PARANA;PR
1080;Embu-Guaçu;3515103;-46.830913;-23.854112;SAO PAULO;SP
1081;São Lourenço da Serra;3549953;-46.936685;-23.852395;SAO PAULO;SP
1082;Ilhabela;3520400;-45.329270;-23.851525;SAO PAULO;SP
1083;Riversul;3543501;-49.447981;-23.846863;SAO PAULO;SP
1084;São Pedro do Ivaí;4125803;-51.871756;-23.845076;PARANA;PR
1085;Pérola;4118907;-53.706964;-23.831126;PARANA;PR
1086;Quinta do Sol;4121109;-52.140411;-23.831005;PARANA;PR
1087;Tamarana;4126678;-51.052235;-23.822543;PARANA;PR
1088;São Bernardo do Campo;3548708;-46.550817;-23.812086;SAO PAULO;SP
1089;Japorã;5004809;-54.537652;-23.810917;MATO GROSSO DO SUL;MS
1090;Ibiúna;3519709;-47.215202;-23.802162;SAO PAULO;SP
1091;Rio Bom;4122107;-51.433602;-23.797265;PARANA;PR
1092;Piedade;3537800;-47.438093;-23.786664;SAO PAULO;SP
1093;Novo Itacolomi;4117297;-51.532986;-23.780583;PARANA;PR
1094;Ibaiti;4109708;-50.287567;-23.777908;PARANA;PR
1095;Marilândia do Sul;4114906;-51.283761;-23.773990;PARANA;PR
1096;Engenheiro Beltrão;4107504;-52.269929;-23.761598;PARANA;PR
1097;Bertioga;3506359;-46.030503;-23.760399;SAO PAULO;SP
1098;Cruzeiro do Oeste;4106605;-53.083385;-23.758929;PARANA;PR
1099;Marumbi;4115507;-51.659572;-23.754421;PARANA;PR
1100;São Sebastião;3550704;-45.603109;-23.752538;SAO PAULO;SP
1101;Buri;3508009;-48.575073;-23.751700;SAO PAULO;SP
1102;Santana do Itararé;4124004;-49.632332;-23.750865;PARANA;PR
1103;Eldorado;5003751;-54.224158;-23.739319;MATO GROSSO DO SUL;MS
1104;São Jorge do Patrocínio;4125357;-53.947172;-23.738495;PARANA;PR
1105;Rio Grande da Serra;3544103;-46.380578;-23.738454;SAO PAULO;SP
1106;Itapecerica da Serra;3522208;-46.859172;-23.737212;SAO PAULO;SP
1107;Xambrê;4128807;-53.592854;-23.735364;PARANA;PR
1108;Japira;4112306;-50.162966;-23.734073;PARANA;PR
1109;Cianorte;4105508;-52.626612;-23.727699;PARANA;PR
1110;Santo André;3547809;-46.443939;-23.726284;SAO PAULO;SP
1111;Tomazina;4127809;-49.962420;-23.725226;PARANA;PR
1112;Jaboti;4111704;-50.079957;-23.718105;PARANA;PR
1113;São Jerônimo da Serra;4124707;-50.778322;-23.716271;PARANA;PR
1114;Esperança Nova;4107520;-53.798593;-23.714053;PARANA;PR
1115;Bom Sucesso;4103206;-51.824011;-23.712703;PARANA;PR
1116;Paranhos;5006358;-55.355635;-23.711299;MATO GROSSO DO SUL;MS
1117;Itambé;4111100;-52.008149;-23.705873;PARANA;PR
1118;Ribeirão Pires;3543303;-46.402357;-23.700963;SAO PAULO;SP
1119;Diadema;3513801;-46.611807;-23.697407;SAO PAULO;SP
1120;Terra Boa;4127205;-52.384296;-23.697286;PARANA;PR
1121;Umuarama;4128104;-53.415091;-23.679315;PARANA;PR
1122;Cotia;3513009;-46.960782;-23.675223;SAO PAULO;SP
1123;Itaporanga;3522802;-49.458217;-23.673421;SAO PAULO;SP
1124;Califórnia;4103503;-51.334074;-23.668452;PARANA;PR
1125;Mauá;3529401;-46.445791;-23.666233;SAO PAULO;SP
1126;Sarapuí;3551108;-47.785836;-23.663596;SAO PAULO;SP
1127;Tapejara;4126801;-52.889843;-23.658051;PARANA;PR
1128;Salto de Pirapora;3545308;-47.580771;-23.652462;SAO PAULO;SP
1129;Embu;3515004;-46.851681;-23.651334;SAO PAULO;SP
1130;São Paulo;3550308;-46.647014;-23.649890;SAO PAULO;SP
1131;Tacuru;5007950;-54.990679;-23.649184;MATO GROSSO DO SUL;MS
1132;Itapetininga;3522307;-48.123320;-23.645011;SAO PAULO;SP
1133;Jussara;4113007;-52.448619;-23.644173;PARANA;PR
1134;Caraguatatuba;3510500;-45.488504;-23.638724;SAO PAULO;SP
1135;Siqueira Campos;4126603;-49.792712;-23.638638;PARANA;PR
1136;Salto do Itararé;4122909;-49.683145;-23.631120;PARANA;PR
1137;Cambira;4103800;-51.566792;-23.630285;PARANA;PR
1138;Coronel Macedo;3512605;-49.306662;-23.630032;SAO PAULO;SP
1139;Jandaia do Sul;4112108;-51.684248;-23.627674;PARANA;PR
1140;São Caetano do Sul;3548807;-46.566176;-23.626017;SAO PAULO;SP
1141;Biritiba-Mirim;3506607;-46.021332;-23.623812;SAO PAULO;SP
1142;Vargem Grande Paulista;3556453;-47.015891;-23.621236;SAO PAULO;SP
1143;Taboão da Serra;3552809;-46.786831;-23.620815;SAO PAULO;SP
1144;Suzano;3552502;-46.310558;-23.608237;SAO PAULO;SP
1145;Floresta;4107900;-52.089411;-23.606934;PARANA;PR
1146;Campina do Monte Alegre;3509452;-48.441891;-23.606282;SAO PAULO;SP
1147;Congonhinhas;4106001;-50.503723;-23.605437;PARANA;PR
1148;Ivatuba;4111605;-52.176844;-23.598381;PARANA;PR
1149;Conselheiro Mairinck;4106100;-50.129811;-23.597235;PARANA;PR
1150;Nova Santa Bárbara;4117214;-50.742184;-23.593532;PARANA;PR
1151;Barão de Antonina;3505005;-49.571698;-23.583240;SAO PAULO;SP
1152;Maria Helena;4114708;-53.221125;-23.582650;PARANA;PR
1153;Santo Antônio do Paraíso;4124301;-50.630193;-23.580277;PARANA;PR
1154;Votorantim;3557006;-47.406241;-23.579973;SAO PAULO;SP
1155;Salesópolis;3545001;-45.842306;-23.578105;SAO PAULO;SP
1156;Apucarana;4101408;-51.445991;-23.571873;PARANA;PR
1157;Mogi das Cruzes;3530607;-46.186298;-23.569535;SAO PAULO;SP
1158;Ferraz de Vasconcelos;3515707;-46.371228;-23.567879;SAO PAULO;SP
