FID;NOME;GEOCODIGO;POINT_X;POINT_Y;NOMEUF;SIGLAUF
0;Chuí;4305439;-53.412830;-33.652233;RIO GRANDE DO SUL;RS
1;Santa Vitória do Palmar;4317301;-53.006688;-33.164019;RIO GRANDE DO SUL;RS
2;Jaguarão;4311007;-53.337578;-32.408848;RIO GRANDE DO SUL;RS
3;Rio Grande;4315602;-52.403910;-32.218238;RIO GRANDE DO SUL;RS
4;Arroio Grande;4301305;-52.919887;-32.188402;RIO GRANDE DO SUL;RS
5;Herval;4307104;-53.401749;-32.020925;RIO GRANDE DO SUL;RS
6;Pedro Osório;4314209;-52.877494;-31.960662;RIO GRANDE DO SUL;RS
7;Pedras Altas;4314175;-53.691498;-31.838426;RIO GRANDE DO SUL;RS
8;Capão do Leão;4304663;-52.538586;-31.833173;RIO GRANDE DO SUL;RS
9;São José do Norte;431850;-51.643912;-31.786086;RIO GRANDE DO SUL;RS
10;Cerrito;4305124;-52.796684;-31.728362;RIO GRANDE DO SUL;RS
11;Aceguá;4300034;-54.139094;-31.690458;RIO GRANDE DO SUL;RS
12;Morro Redondo;4312450;-52.637784;-31.637257;RIO GRANDE DO SUL;RS
13;Pelotas;4314407;-52.358267;-31.579070;RIO GRANDE DO SUL;RS
14;Candiota;4304358;-53.746104;-31.553890;RIO GRANDE DO SUL;RS
15;Turuçu;4322327;-52.142068;-31.492567;RIO GRANDE DO SUL;RS
16;Hulha Negra;4309654;-53.889482;-31.447169;RIO GRANDE DO SUL;RS
17;Arroio do Padre;4301073;-52.397107;-31.438906;RIO GRANDE DO SUL;RS
18;Piratini;4314605;-53.103540;-31.438491;RIO GRANDE DO SUL;RS
19;Pinheiro Machado;4314506;-53.413625;-31.404645;RIO GRANDE DO SUL;RS
20;Tavares;4321352;-51.075910;-31.288067;RIO GRANDE DO SUL;RS
21;Bagé;4301602;-54.016598;-31.236049;RIO GRANDE DO SUL;RS
22;São Lourenço do Sul;4318804;-52.122358;-31.234127;RIO GRANDE DO SUL;RS
23;Canguçu;4304507;-52.669618;-31.216942;RIO GRANDE DO SUL;RS
24;Dom Pedrito;4306601;-54.664924;-31.056438;RIO GRANDE DO SUL;RS
25;Cristal;4306056;-52.030391;-31.008909;RIO GRANDE DO SUL;RS
26;Camaquã;4303509;-51.788574;-30.922911;RIO GRANDE DO SUL;RS
27;Arambaré;4300851;-51.578858;-30.918450;RIO GRANDE DO SUL;RS
28;Mostardas;4312500;-50.729096;-30.854225;RIO GRANDE DO SUL;RS
29;Santana da Boa Vista;4317004;-53.176810;-30.816685;RIO GRANDE DO SUL;RS
30;Amaral Ferrador;4300638;-52.317551;-30.810066;RIO GRANDE DO SUL;RS
31;Chuvisca;4305447;-52.004429;-30.781757;RIO GRANDE DO SUL;RS
32;Lavras do Sul;4311502;-54.153774;-30.771613;RIO GRANDE DO SUL;RS
33;Sant' Ana do Livramento;4317103;-55.562122;-30.738127;RIO GRANDE DO SUL;RS
34;Tapes;4321105;-51.441027;-30.664038;RIO GRANDE DO SUL;RS
35;Encruzilhada do Sul;4306908;-52.673378;-30.630839;RIO GRANDE DO SUL;RS
36;Sentinela do Sul;4320354;-51.608070;-30.625539;RIO GRANDE DO SUL;RS
37;Dom Feliciano;4306502;-52.201582;-30.604294;RIO GRANDE DO SUL;RS
38;Caçapava do Sul;4302808;-53.477198;-30.591934;RIO GRANDE DO SUL;RS
39;Cerro Grande do Sul;4305173;-51.760092;-30.583991;RIO GRANDE DO SUL;RS
40;Sertão Santana;4320552;-51.629888;-30.466924;RIO GRANDE DO SUL;RS
41;Barão do Triunfo;4301750;-51.798492;-30.417236;RIO GRANDE DO SUL;RS
42;Barra do Ribeiro;4301909;-51.353300;-30.371858;RIO GRANDE DO SUL;RS
43;Santa Margarida do Sul;4316972;-54.098323;-30.371157;RIO GRANDE DO SUL;RS
44;Palmares do Sul;4313656;-50.448951;-30.362669;RIO GRANDE DO SUL;RS
45;Vila Nova do Sul;4323457;-53.879809;-30.345147;RIO GRANDE DO SUL;RS
46;Rosário do Sul;4316402;-55.110345;-30.324920;RIO GRANDE DO SUL;RS
47;Mariana Pimentel;4311981;-51.578256;-30.321303;RIO GRANDE DO SUL;RS
48;São Gabriel;4318309;-54.364129;-30.305697;RIO GRANDE DO SUL;RS
49;São Jerônimo;4318408;-51.911630;-30.290201;RIO GRANDE DO SUL;RS
50;Quaraí;4315305;-56.153082;-30.279186;RIO GRANDE DO SUL;RS
51;Pantano Grande;4313953;-52.372777;-30.260061;RIO GRANDE DO SUL;RS
52;Balneário Pinhal;4301636;-50.293515;-30.213299;RIO GRANDE DO SUL;RS
53;Cachoeira do Sul;4303004;-52.985771;-30.205462;RIO GRANDE DO SUL;RS
54;Arroio dos Ratos;4301107;-51.752197;-30.193474;RIO GRANDE DO SUL;RS
55;Butiá;4302709;-52.004956;-30.183437;RIO GRANDE DO SUL;RS
56;Guaíba;4309308;-51.433275;-30.176547;RIO GRANDE DO SUL;RS
57;São Sepé;4319604;-53.620296;-30.175848;RIO GRANDE DO SUL;RS
58;Viamão;4323002;-50.869947;-30.166632;RIO GRANDE DO SUL;RS
59;Barra do Quaraí;4301875;-57.334894;-30.151838;RIO GRANDE DO SUL;RS
60;Capivari do Sul;4304671;-50.511749;-30.134760;RIO GRANDE DO SUL;RS
61;Cidreira;4305454;-50.272308;-30.120910;RIO GRANDE DO SUL;RS
62;Porto Alegre;4314902;-51.162637;-30.097046;RIO GRANDE DO SUL;RS
63;Eldorado do Sul;4306767;-51.497847;-30.077890;RIO GRANDE DO SUL;RS
64;Minas do Leão;4312252;-52.078173;-30.074120;RIO GRANDE DO SUL;RS
65;Tramandaí;4321600;-50.222394;-30.028157;RIO GRANDE DO SUL;RS
66;Rio Pardo;4315701;-52.437117;-30.022623;RIO GRANDE DO SUL;RS
67;Alvorada;4300604;-51.037265;-29.994967;RIO GRANDE DO SUL;RS
68;Charqueadas;4305355;-51.556027;-29.990809;RIO GRANDE DO SUL;RS
69;Formigueiro;4308409;-53.506659;-29.975413;RIO GRANDE DO SUL;RS
70;Imbé;4310330;-50.117831;-29.931041;RIO GRANDE DO SUL;RS
71;Cachoeirinha;4303103;-51.095312;-29.920959;RIO GRANDE DO SUL;RS
72;Cacequi;4302907;-54.802341;-29.919886;RIO GRANDE DO SUL;RS
73;Osório;4313508;-50.267366;-29.915961;RIO GRANDE DO SUL;RS
74;Canoas;4304606;-51.179639;-29.912359;RIO GRANDE DO SUL;RS
75;Gravataí;4309209;-50.947534;-29.890655;RIO GRANDE DO SUL;RS
76;Glorinha;4309050;-50.770563;-29.886620;RIO GRANDE DO SUL;RS
77;Santo Antônio da Patrulha;4317608;-50.559207;-29.872052;RIO GRANDE DO SUL;RS
78;General Câmara;4308805;-51.916202;-29.865037;RIO GRANDE DO SUL;RS
79;Esteio;4307708;-51.177037;-29.851723;RIO GRANDE DO SUL;RS
80;Nova Santa Rita;4313375;-51.288133;-29.844313;RIO GRANDE DO SUL;RS
81;Triunfo;4322004;-51.571501;-29.843763;RIO GRANDE DO SUL;RS
82;Uruguaiana;4322400;-56.729454;-29.840181;RIO GRANDE DO SUL;RS
83;Vale Verde;4322525;-52.112447;-29.830653;RIO GRANDE DO SUL;RS
84;Sapucaia do Sul;4320008;-51.133442;-29.823364;RIO GRANDE DO SUL;RS
85;Restinga Seca;4315503;-53.342824;-29.818510;RIO GRANDE DO SUL;RS
86;Dilermando de Aguiar;4306379;-54.162096;-29.814523;RIO GRANDE DO SUL;RS
87;Xangri-Lá;4323804;-50.069990;-29.808056;RIO GRANDE DO SUL;RS
88;Santa Maria;4316907;-53.825216;-29.784657;RIO GRANDE DO SUL;RS
89;Caraá;4304713;-50.342053;-29.776045;RIO GRANDE DO SUL;RS
90;Alegrete;4300406;-55.835581;-29.764065;RIO GRANDE DO SUL;RS
91;Novo Cabrais;4313391;-52.995593;-29.759990;RIO GRANDE DO SUL;RS
92;Passo do Sobrado;4314076;-52.244928;-29.758592;RIO GRANDE DO SUL;RS
93;São Leopoldo;4318705;-51.145249;-29.755286;RIO GRANDE DO SUL;RS
94;Taquari;4321303;-51.831736;-29.743016;RIO GRANDE DO SUL;RS
95;Novo Hamburgo;4313409;-51.048768;-29.735226;RIO GRANDE DO SUL;RS
96;Vera Cruz;4322707;-52.538700;-29.712928;RIO GRANDE DO SUL;RS
97;Montenegro;4312401;-51.501473;-29.711084;RIO GRANDE DO SUL;RS
98;São Vicente do Sul;4319802;-54.754089;-29.709487;RIO GRANDE DO SUL;RS
99;Capela de Santana;4304689;-51.356748;-29.705577;RIO GRANDE DO SUL;RS
100;Candelária;4304200;-52.813283;-29.700014;RIO GRANDE DO SUL;RS
101;Portão;4314803;-51.249066;-29.699934;RIO GRANDE DO SUL;RS
102;Paraíso do Sul;4314027;-53.121605;-29.696365;RIO GRANDE DO SUL;RS
103;Capão da Canoa;4304630;-50.000554;-29.678620;RIO GRANDE DO SUL;RS
104;Campo Bom;4303905;-51.048821;-29.672278;RIO GRANDE DO SUL;RS
105;Taquara;4321204;-50.763379;-29.671765;RIO GRANDE DO SUL;RS
106;Tabaí;4320859;-51.730522;-29.667417;RIO GRANDE DO SUL;RS
107;Parobé;4314050;-50.855624;-29.659185;RIO GRANDE DO SUL;RS
108;Estância Velha;4307609;-51.187868;-29.647890;RIO GRANDE DO SUL;RS
109;Santa Cruz do Sul;4316808;-52.407307;-29.646331;RIO GRANDE DO SUL;RS
110;São João do Polêsine;4318432;-53.471209;-29.645496;RIO GRANDE DO SUL;RS
111;Bom Retiro do Sul;4302402;-51.922484;-29.637252;RIO GRANDE DO SUL;RS
112;Araricá;4300877;-50.934273;-29.635230;RIO GRANDE DO SUL;RS
113;Maquiné;4311775;-50.209226;-29.633646;RIO GRANDE DO SUL;RS
114;Silveira Martins;4320651;-53.570358;-29.632829;RIO GRANDE DO SUL;RS
115;Rolante;4316006;-50.549634;-29.629268;RIO GRANDE DO SUL;RS
116;Cerro Branco;4305132;-52.995838;-29.627375;RIO GRANDE DO SUL;RS
117;Riozinho;4315750;-50.399885;-29.616330;RIO GRANDE DO SUL;RS
118;Sapiranga;4319901;-50.995711;-29.614281;RIO GRANDE DO SUL;RS
119;São Pedro do Sul;4319406;-54.237517;-29.611288;RIO GRANDE DO SUL;RS
120;Pareci Novo;4314035;-51.422422;-29.610492;RIO GRANDE DO SUL;RS
121;Agudo;4300109;-53.226370;-29.607930;RIO GRANDE DO SUL;RS
122;Terra de Areia;4321436;-50.069825;-29.600975;RIO GRANDE DO SUL;RS
123;Dois Irmãos;4306403;-51.090416;-29.598914;RIO GRANDE DO SUL;RS
124;São Sebastião do Caí;4319505;-51.337948;-29.588754;RIO GRANDE DO SUL;RS
125;Fazenda Vilanova;4308078;-51.838635;-29.586431;RIO GRANDE DO SUL;RS
126;Nova Hartz;4313060;-50.898151;-29.585520;RIO GRANDE DO SUL;RS
127;Lindolfo Collor;4311627;-51.219539;-29.583025;RIO GRANDE DO SUL;RS
128;Vale do Sol;4322533;-52.689547;-29.582996;RIO GRANDE DO SUL;RS
129;Ivoti;4310801;-51.157014;-29.580656;RIO GRANDE DO SUL;RS
130;Venâncio Aires;4322608;-52.195040;-29.578209;RIO GRANDE DO SUL;RS
131;Itaara;4310538;-53.761572;-29.575984;RIO GRANDE DO SUL;RS
132;Paverama;4314159;-51.728389;-29.569456;RIO GRANDE DO SUL;RS
133;Igrejinha;4310108;-50.793318;-29.560408;RIO GRANDE DO SUL;RS
134;Dona Francisca;4306700;-53.346134;-29.560407;RIO GRANDE DO SUL;RS
135;Faxinal do Soturno;4308003;-53.465110;-29.557442;RIO GRANDE DO SUL;RS
136;Maratá;4311791;-51.549928;-29.548539;RIO GRANDE DO SUL;RS
137;São José do Sul;4318614;-51.485755;-29.548141;RIO GRANDE DO SUL;RS
138;Harmonia;4309555;-51.426179;-29.546261;RIO GRANDE DO SUL;RS
139;Cruzeiro do Sul;4306205;-52.033647;-29.540704;RIO GRANDE DO SUL;RS
140;Mata;4312104;-54.468528;-29.538875;RIO GRANDE DO SUL;RS
141;Brochier;4302659;-51.622438;-29.535946;RIO GRANDE DO SUL;RS
142;São José do Hortêncio;4318481;-51.257164;-29.535744;RIO GRANDE DO SUL;RS
143;Presidente Lucena;4315149;-51.174229;-29.524462;RIO GRANDE DO SUL;RS
144;Mato Leitão;4312153;-52.135337;-29.524284;RIO GRANDE DO SUL;RS
145;Morro Reuter;4312476;-51.055048;-29.520616;RIO GRANDE DO SUL;RS
146;Arroio do Sal;4301057;-49.894319;-29.520576;RIO GRANDE DO SUL;RS
147;Ivorá;4310751;-53.584422;-29.512130;RIO GRANDE DO SUL;RS
148;Estrela;4307807;-51.919969;-29.509144;RIO GRANDE DO SUL;RS
149;Lagoa Bonita do Sul;4311239;-53.041485;-29.503066;RIO GRANDE DO SUL;RS
150;Santa Maria do Herval;4316956;-50.966674;-29.477731;RIO GRANDE DO SUL;RS
151;Três Coroas;4321709;-50.770422;-29.477393;RIO GRANDE DO SUL;RS
152;Tupandi;4322251;-51.426481;-29.474580;RIO GRANDE DO SUL;RS
153;São Martinho da Serra;4319125;-53.886246;-29.474513;RIO GRANDE DO SUL;RS
154;Três Cachoeiras;4321667;-49.963162;-29.474299;RIO GRANDE DO SUL;RS
155;Teutônia;4321451;-51.777672;-29.471392;RIO GRANDE DO SUL;RS
156;Bom Princípio;4302352;-51.363484;-29.470572;RIO GRANDE DO SUL;RS
157;Toropi;4321493;-54.299567;-29.468837;RIO GRANDE DO SUL;RS
158;Picada Café;4314423;-51.108257;-29.460909;RIO GRANDE DO SUL;RS
159;Linha Nova;4311643;-51.215538;-29.459801;RIO GRANDE DO SUL;RS
160;Jaguari;4311106;-54.648598;-29.458191;RIO GRANDE DO SUL;RS
161;Salvador do Sul;4316501;-51.536365;-29.457963;RIO GRANDE DO SUL;RS
162;Itati;4310652;-50.164442;-29.457783;RIO GRANDE DO SUL;RS
163;Feliz;4308102;-51.284872;-29.455310;RIO GRANDE DO SUL;RS
164;Santa Clara do Sul;4316758;-52.131854;-29.453317;RIO GRANDE DO SUL;RS
165;São Francisco de Assis;4318101;-55.131228;-29.447643;RIO GRANDE DO SUL;RS
166;Poço das Antas;4314753;-51.639464;-29.445235;RIO GRANDE DO SUL;RS
167;Sinimbu;4320677;-52.568699;-29.444573;RIO GRANDE DO SUL;RS
168;Lajeado;4311403;-52.007256;-29.443577;RIO GRANDE DO SUL;RS
169;Herveiras;4309571;-52.668273;-29.441283;RIO GRANDE DO SUL;RS
170;Passa Sete;4314068;-52.869851;-29.439163;RIO GRANDE DO SUL;RS
171;Nova Palma;4313102;-53.416011;-29.432960;RIO GRANDE DO SUL;RS
172;Três Forquilhas;4321832;-50.085362;-29.428464;RIO GRANDE DO SUL;RS
173;Manoel Viana;4311759;-55.556724;-29.428240;RIO GRANDE DO SUL;RS
174;São Pedro da Serra;4319356;-51.505880;-29.419642;RIO GRANDE DO SUL;RS
175;Ibarama;4309753;-53.166765;-29.418842;RIO GRANDE DO SUL;RS
176;Westfalia;4323770;-51.742882;-29.406074;RIO GRANDE DO SUL;RS
177;Sobradinho;4320701;-53.026833;-29.404554;RIO GRANDE DO SUL;RS
178;Nova Esperança do Sul;4313037;-54.824120;-29.401119;RIO GRANDE DO SUL;RS
179;Sério;4320453;-52.243366;-29.395008;RIO GRANDE DO SUL;RS
180;Colinas;4305587;-51.868799;-29.393115;RIO GRANDE DO SUL;RS
181;Forquetinha;4308433;-52.125856;-29.388856;RIO GRANDE DO SUL;RS
182;Gramado;4309100;-50.897328;-29.385612;RIO GRANDE DO SUL;RS
183;Barão;4301651;-51.488957;-29.385271;RIO GRANDE DO SUL;RS
184;São Vendelino;4319752;-51.372830;-29.383196;RIO GRANDE DO SUL;RS
185;Nova Petrópolis;4313201;-51.084638;-29.372168;RIO GRANDE DO SUL;RS
186;Dom Pedro de Alcântara;4306551;-49.855380;-29.367481;RIO GRANDE DO SUL;RS
187;Alto Feliz;4300570;-51.305060;-29.362856;RIO GRANDE DO SUL;RS
188;Vale Real;4322541;-51.248290;-29.362733;RIO GRANDE DO SUL;RS
189;Arroio do Meio;4301008;-51.965025;-29.362025;RIO GRANDE DO SUL;RS
190;Boa Vista do Sul;4302253;-51.672475;-29.352105;RIO GRANDE DO SUL;RS
191;Canela;4304408;-50.774661;-29.351973;RIO GRANDE DO SUL;RS
192;Imigrante;4310363;-51.775514;-29.345786;RIO GRANDE DO SUL;RS
193;Morrinhos do Sul;4312443;-49.954220;-29.337942;RIO GRANDE DO SUL;RS
194;Torres;4321501;-49.810162;-29.327838;RIO GRANDE DO SUL;RS
195;Canudos do Vale;4304614;-52.234041;-29.326721;RIO GRANDE DO SUL;RS
196;Carlos Barbosa;4304804;-51.504362;-29.321745;RIO GRANDE DO SUL;RS
197;Segredo;4320263;-52.927659;-29.312761;RIO GRANDE DO SUL;RS
198;Quevedos;4315321;-54.065144;-29.309297;RIO GRANDE DO SUL;RS
199;Boqueirão do Leão;4302451;-52.413783;-29.305347;RIO GRANDE DO SUL;RS
200;Jari;4311130;-54.298635;-29.291228;RIO GRANDE DO SUL;RS
201;Pinhal Grande;4314472;-53.335828;-29.291217;RIO GRANDE DO SUL;RS
202;Marques de Souza;4312054;-52.148945;-29.289013;RIO GRANDE DO SUL;RS
203;Gramado Xavier;4309159;-52.600120;-29.288510;RIO GRANDE DO SUL;RS
204;Capitão;4304697;-51.984177;-29.283178;RIO GRANDE DO SUL;RS
205;Travesseiro;4321626;-52.087161;-29.283037;RIO GRANDE DO SUL;RS
206;Passo de Torres;4212254;-49.722252;-29.266941;SANTA CATARINA;SC
207;Coronel Pilar;4305934;-51.720489;-29.262666;RIO GRANDE DO SUL;RS
208;Mampituba;4311734;-50.001333;-29.261423;RIO GRANDE DO SUL;RS
209;Arroio do Tigre;4301206;-53.051897;-29.258941;RIO GRANDE DO SUL;RS
210;Júlio de Castilhos;4311205;-53.652317;-29.258253;RIO GRANDE DO SUL;RS
211;Roca Sales;4315800;-51.829279;-29.256457;RIO GRANDE DO SUL;RS
212;Garibaldi;4308607;-51.582131;-29.241567;RIO GRANDE DO SUL;RS
213;Lagoão;4311254;-52.786698;-29.237455;RIO GRANDE DO SUL;RS
214;Estrela Velha;4307815;-53.178151;-29.223631;RIO GRANDE DO SUL;RS
215;Nova Bréscia;4313003;-52.035252;-29.222184;RIO GRANDE DO SUL;RS
216;Progresso;4315156;-52.319773;-29.222154;RIO GRANDE DO SUL;RS
217;Itaqui;4310603;-56.175255;-29.213941;RIO GRANDE DO SUL;RS
218;Encantado;4306809;-51.921776;-29.212963;RIO GRANDE DO SUL;RS
219;Farroupilha;4307906;-51.365821;-29.209989;RIO GRANDE DO SUL;RS
220;São João do Sul;4216404;-49.811902;-29.206177;SANTA CATARINA;SC
221;São Francisco de Paula;4318200;-50.559952;-29.199375;RIO GRANDE DO SUL;RS
222;Praia Grande;4213807;-49.987585;-29.180732;SANTA CATARINA;SC
223;Coqueiro Baixo;4305835;-52.127237;-29.168380;RIO GRANDE DO SUL;RS
224;Santa Tereza;4317251;-51.711457;-29.163639;RIO GRANDE DO SUL;RS
225;Pouso Novo;4315131;-52.229076;-29.156922;RIO GRANDE DO SUL;RS
226;Balneário Gaivota;4202073;-49.614374;-29.152627;SANTA CATARINA;SC
227;Muçum;4312609;-51.815488;-29.139986;RIO GRANDE DO SUL;RS
228;Monte Belo do Sul;4312385;-51.653501;-29.139680;RIO GRANDE DO SUL;RS
229;Santiago;4317400;-54.796170;-29.126395;RIO GRANDE DO SUL;RS
230;Bento Gonçalves;4302105;-51.553118;-29.126305;RIO GRANDE DO SUL;RS
231;Santa Rosa do Sul;4215653;-49.743506;-29.122323;SANTA CATARINA;SC
232;Relvado;4315453;-52.068884;-29.119858;RIO GRANDE DO SUL;RS
233;Tunas;4322152;-52.892661;-29.113788;RIO GRANDE DO SUL;RS
234;Barros Cassal;4302006;-52.588405;-29.112795;RIO GRANDE DO SUL;RS
235;Caxias do Sul;4305108;-51.024681;-29.102391;RIO GRANDE DO SUL;RS
236;Pinto Bandeira;4314548;-51.462129;-29.093506;RIO GRANDE DO SUL;RS
237;Doutor Ricardo;4306759;-51.976408;-29.092371;RIO GRANDE DO SUL;RS
238;Sombrio;4217709;-49.655779;-29.069998;SANTA CATARINA;SC
239;Unistalda;4322376;-55.158674;-29.068334;RIO GRANDE DO SUL;RS
240;Salto do Jacuí;4316451;-53.254936;-29.067746;RIO GRANDE DO SUL;RS
241;Vespasiano Correa;4322855;-51.860601;-29.066691;RIO GRANDE DO SUL;RS
242;Maçambara;4311718;-55.775141;-29.065778;RIO GRANDE DO SUL;RS
243;Cambará do Sul;4303608;-50.136267;-29.063343;RIO GRANDE DO SUL;RS
244;São José do Herval;4318465;-52.273370;-29.063109;RIO GRANDE DO SUL;RS
245;São Valentim do Sul;4319711;-51.760988;-29.057764;RIO GRANDE DO SUL;RS
246;Jacuizinho;4310876;-53.013282;-29.037265;RIO GRANDE DO SUL;RS
247;Flores da Cunha;4308201;-51.221608;-29.031062;RIO GRANDE DO SUL;RS
248;Putinga;4315206;-52.147879;-29.028428;RIO GRANDE DO SUL;RS
249;Tupanciretã;4322202;-54.003489;-29.020389;RIO GRANDE DO SUL;RS
250;Balneário Arroio do Silva;4201950;-49.474794;-29.018872;SANTA CATARINA;SC
251;Fontoura Xavier;4308300;-52.377510;-29.006936;RIO GRANDE DO SUL;RS
252;Nova Pádua;4313086;-51.315804;-29.000821;RIO GRANDE DO SUL;RS
253;Cotiporã;4305959;-51.689267;-28.994740;RIO GRANDE DO SUL;RS
254;Jacinto Machado;4208708;-49.846789;-28.994565;SANTA CATARINA;SC
255;Ermo;4205191;-49.653383;-28.990340;SANTA CATARINA;SC
256;Nova Roma do Sul;4313359;-51.408196;-28.989030;RIO GRANDE DO SUL;RS
257;Dois Lajeados;4306452;-51.841438;-28.976547;RIO GRANDE DO SUL;RS
258;Anta Gorda;4300703;-51.994661;-28.970362;RIO GRANDE DO SUL;RS
259;Veranópolis;4322806;-51.551022;-28.963443;RIO GRANDE DO SUL;RS
260;São Marcos;4319000;-51.064909;-28.962815;RIO GRANDE DO SUL;RS
261;Capão do Cipó;4304655;-54.582136;-28.959399;RIO GRANDE DO SUL;RS
262;Jaquirana;4311122;-50.361011;-28.948090;RIO GRANDE DO SUL;RS
263;Araranguá;4201406;-49.471158;-28.942354;SANTA CATARINA;SC
264;Ilópolis;4310306;-52.132223;-28.932221;RIO GRANDE DO SUL;RS
265;Campos Borges;4304101;-53.058694;-28.908068;RIO GRANDE DO SUL;RS
266;Turvo;4218806;-49.703739;-28.903238;SANTA CATARINA;SC
267;Fortaleza dos Valos;4308458;-53.275947;-28.894548;RIO GRANDE DO SUL;RS
268;Fagundes Varela;4307864;-51.716380;-28.885867;RIO GRANDE DO SUL;RS
269;Antônio Prado;4300802;-51.315756;-28.882589;RIO GRANDE DO SUL;RS
270;Boa Vista do Incra;4302238;-53.461573;-28.865470;RIO GRANDE DO SUL;RS
271;Maracajá;4210407;-49.455613;-28.864535;SANTA CATARINA;SC
272;Espumoso;4307500;-52.827036;-28.863908;RIO GRANDE DO SUL;RS
273;Arvorezinha;4301404;-52.184354;-28.863743;RIO GRANDE DO SUL;RS
274;Vila Flores;4323309;-51.551400;-28.858840;RIO GRANDE DO SUL;RS
275;Guaporé;4309407;-51.904576;-28.854416;RIO GRANDE DO SUL;RS
276;Meleiro;4210803;-49.601953;-28.841759;SANTA CATARINA;SC
277;Soledade;4320800;-52.537380;-28.838905;RIO GRANDE DO SUL;RS
278;Balneário Rincão;4220000;-49.254841;-28.827136;SANTA CATARINA;SC
279;Vista Alegre do Prata;4323606;-51.781739;-28.820227;RIO GRANDE DO SUL;RS
280;Itacurubi;4310553;-55.267568;-28.809760;RIO GRANDE DO SUL;RS
281;Timbé do Sul;4218103;-49.870191;-28.809055;SANTA CATARINA;SC
282;Alto Alegre;4300554;-52.988603;-28.804313;RIO GRANDE DO SUL;RS
283;Forquilhinha;4205456;-49.493006;-28.781784;SANTA CATARINA;SC
284;Itapuca;4310579;-52.195646;-28.775380;RIO GRANDE DO SUL;RS
285;União da Serra;4322350;-52.021763;-28.771507;RIO GRANDE DO SUL;RS
286;Jóia;4311155;-54.154414;-28.766529;RIO GRANDE DO SUL;RS
287;Nova Prata;4313300;-51.608008;-28.760492;RIO GRANDE DO SUL;RS
288;Quinze de Novembro;4315354;-53.116468;-28.755065;RIO GRANDE DO SUL;RS
289;Içara;4207007;-49.276951;-28.750863;SANTA CATARINA;SC
290;São Borja;4318002;-55.796597;-28.746338;RIO GRANDE DO SUL;RS
291;Protásio Alves;4315172;-51.487108;-28.737134;RIO GRANDE DO SUL;RS
292;Campestre da Serra;4303673;-51.098849;-28.726491;RIO GRANDE DO SUL;RS
293;Nova Bassano;4312906;-51.753280;-28.725710;RIO GRANDE DO SUL;RS
294;Morro Grande;4211256;-49.739760;-28.722398;SANTA CATARINA;SC
295;Criciúma;4204608;-49.380319;-28.717484;SANTA CATARINA;SC
296;Ipê;4310439;-51.299377;-28.717369;RIO GRANDE DO SUL;RS
297;Nova Alvorada;4312757;-52.171817;-28.707140;RIO GRANDE DO SUL;RS
298;Cruz Alta;4306106;-53.562565;-28.702858;RIO GRANDE DO SUL;RS
299;Serafina Corrêa;4320404;-51.933925;-28.701137;RIO GRANDE DO SUL;RS
300;Monte Alegre dos Campos;4312377;-50.804743;-28.699923;RIO GRANDE DO SUL;RS
301;Mormaço;4312427;-52.662031;-28.693328;RIO GRANDE DO SUL;RS
302;Nova Veneza;4211603;-49.585162;-28.685164;SANTA CATARINA;SC
303;São Miguel das Missões;4319158;-54.521406;-28.672676;RIO GRANDE DO SUL;RS
304;Montauri;4312351;-52.050563;-28.669692;RIO GRANDE DO SUL;RS
305;Selbach;4320305;-52.978579;-28.668359;RIO GRANDE DO SUL;RS
306;Bossoroca;4302501;-54.971669;-28.661267;RIO GRANDE DO SUL;RS
307;Tapera;4321006;-52.861401;-28.661221;RIO GRANDE DO SUL;RS
308;Jaguaruna;4208807;-49.044336;-28.657822;SANTA CATARINA;SC
309;Boa Vista do Cadeado;4302220;-53.837532;-28.655923;RIO GRANDE DO SUL;RS
310;Sangão;4215455;-49.125976;-28.651300;SANTA CATARINA;SC
311;Nova Araçá;4312807;-51.747011;-28.651082;RIO GRANDE DO SUL;RS
312;São José dos Ausentes;4318622;-49.961479;-28.647585;RIO GRANDE DO SUL;RS
313;Morro da Fumaça;4211207;-49.243608;-28.639303;SANTA CATARINA;SC
314;Ibirapuitã;4309951;-52.442709;-28.625097;RIO GRANDE DO SUL;RS
315;Camargo;4303558;-52.221063;-28.615618;RIO GRANDE DO SUL;RS
316;Paraí;4314001;-51.788896;-28.600252;RIO GRANDE DO SUL;RS
317;Cocal do Sul;4204251;-49.335059;-28.599245;SANTA CATARINA;SC
318;Bom Jesus;4302303;-50.423283;-28.597987;RIO GRANDE DO SUL;RS
319;André da Rocha;4300661;-51.503824;-28.594335;RIO GRANDE DO SUL;RS
320;Casca;4304903;-51.967012;-28.594322;RIO GRANDE DO SUL;RS
321;Ibirubá;4310009;-53.173228;-28.593832;RIO GRANDE DO SUL;RS
322;Siderópolis;4217600;-49.527460;-28.583889;SANTA CATARINA;SC
323;Tio Hugo;4321469;-52.598675;-28.581884;RIO GRANDE DO SUL;RS
324;Guabiju;4309258;-51.660741;-28.577459;RIO GRANDE DO SUL;RS
325;Lagoa dos Três Cantos;4311270;-52.834073;-28.570523;RIO GRANDE DO SUL;RS
326;Treze de Maio;4218400;-49.156970;-28.567012;SANTA CATARINA;SC
327;Eugênio de Castro;4307831;-54.244464;-28.565350;RIO GRANDE DO SUL;RS
