"group.all" "pa" "lon" "lat" "bio1" "bio2" "bio3"
"710" 2 0 -47.5833333333333 -22.5833333333333 204 117 62
"810" 1 0 -72.5833333333333 -16.4166666666667 190 111 71
"9" 2 0 -69.0833333333333 -5.41666666666666 257 101 84
"1010" 2 0 -71.0833333333333 -5.25 258 100 84
"1110" 1 0 -68.9166666666667 -2.08333333333333 255 90 88
"1210" 1 0 -69.25 -8.08333333333333 253 116 81
"1310" 1 0 -67.25 -2.08333333333333 256 91 85
"14" 2 0 -50.0833333333333 -9.75 269 125 74
"15" 2 0 -71.5833333333333 -11.5833333333333 251 115 78
"16" 3 0 -45.9166666666667 -21.5833333333333 202 129 64
"17" 2 0 -38.4166666666667 -9.58333333333333 242 107 69
"1810" 2 0 -48.9166666666667 -23.9166666666667 193 113 59
"1910" 1 0 -41.9166666666667 -4.08333333333333 270 116 75
"2010" 2 0 -70.0833333333333 -15.0833333333333 76 160 69
"2110" 3 0 -71.9166666666667 -8.41666666666666 255 105 76
"2210" 3 0 -53.5833333333333 -20.75 239 116 69
"2310" 2 0 -50.5833333333333 -27.25 151 112 55
"24" 1 0 -50.5833333333333 -21.75 218 127 64
"2510" 3 0 -63.25 -5.75 264 94 80
"26" 2 0 -71.9166666666667 -13.5833333333333 91 161 73
"27" 1 0 -66.0833333333333 -2.08333333333333 258 93 86
"2810" 2 0 -39.5833333333333 -12.0833333333333 230 86 66
"2910" 3 0 -52.4166666666667 -7.41666666666666 245 131 77
"301" 1 0 -42.0833333333333 -17.25 214 126 69
"311" 2 0 -70.9166666666667 -9.25 256 111 77
"32" 2 0 -54.0833333333333 -9.25 252 141 69
"33" 3 0 -62.9166666666667 -11.75 248 126 72
"34" 2 0 -53.25 -23.25 220 130 63
"351" 3 0 -58.9166666666667 -17.9166666666667 241 125 68
"361" 1 0 -58.9166666666667 -21.9166666666667 249 123 58
"371" 2 0 -37.0833333333333 -5.75 272 96 77
"381" 3 0 -40.5833333333333 -6.08333333333333 245 101 76
"39" 1 0 -72.5833333333333 -14.25 66 170 72
"401" 2 0 -56.5833333333333 -17.0833333333333 262 117 65
"411" 2 0 -74.5833333333333 -13.5833333333333 72 158 77
"421" 1 0 -35.9166666666667 -8.41666666666666 218 89 70
"43" 2 0 -44.4166666666667 -3.58333333333333 273 96 80
"441" 1 0 -65.25 -6.58333333333333 263 98 78
"45" 1 0 -39.4166666666667 -12.75 229 68 62
"46" 1 0 -57.4166666666667 -22.0833333333333 245 114 58
"471" 3 0 -59.5833333333333 -19.5833333333333 248 132 64
"481" 1 0 -45.25 -3.08333333333333 272 94 83
"491" 1 0 -68.5833333333333 -4.91666666666666 257 97 84
"50" 2 0 -54.0833333333333 -23.9166666666667 218 121 59
"511" 2 0 -65.25 -3.08333333333333 265 91 86
"521" 1 0 -50.5833333333333 -17.9166666666667 242 119 70
"531" 3 0 -43.9166666666667 -12.5833333333333 248 139 72
"54" 2 0 -70.0833333333333 -3.75 257 93 84
"551" 1 0 -45.4166666666667 -5.08333333333333 260 109 74
"561" 2 0 -70.9166666666667 -4.25 259 97 85
"57" 2 0 -56.75 -15.4166666666667 243 115 69
"58" 1 0 -43.25 -3.75 270 103 76
"591" 2 0 -54.75 -8.41666666666666 254 135 69
"601" 3 0 -53.0833333333333 -25.9166666666667 179 138 59
"611" 3 0 -62.75 -5.75 263 93 80
"621" 2 0 -53.0833333333333 -11.9166666666667 251 147 67
"631" 1 0 -41.25 -22.25 231 83 56
"641" 1 0 -41.5833333333333 -4.75 254 117 74
"651" 1 0 -39.75 -7.58333333333333 240 105 72
"661" 3 0 -44.75 -13.75 234 127 71
"671" 2 0 -46.5833333333333 -11.75 248 123 72
"68" 2 0 -63.75 -17.25 243 106 63
"691" 3 0 -49.5833333333333 -14.75 242 102 68
"701" 1 0 -63.4166666666667 -11.5833333333333 248 123 72
"71" 1 0 -44.5833333333333 -19.5833333333333 217 132 69
"72" 1 0 -54.0833333333333 -9.08333333333333 250 141 69
"731" 3 0 -52.9166666666667 -25.0833333333333 176 127 61
"741" 2 0 -56.25 -19.5833333333333 254 114 65
"751" 3 0 -55.9166666666667 -6.08333333333333 258 111 72
"761" 2 0 -52.9166666666667 -6.75 250 124 78
"77" 3 0 -73.9166666666667 -11.25 237 127 81
"781" 1 0 -62.75 -16.5833333333333 247 117 68
"791" 2 0 -51.4166666666667 -14.75 259 122 70
"801" 3 0 -43.75 -4.25 271 105 75
"811" 2 0 -45.5833333333333 -5.75 263 116 71
"821" 2 0 -51.75 -29.0833333333333 184 98 51
"831" 3 0 -54.25 -22.9166666666667 226 120 63
"841" 1 0 -48.9166666666667 -9.75 261 122 73
"851" 1 0 -52.0833333333333 -16.9166666666667 237 123 70
"861" 2 0 -39.75 -9.25 238 121 73
"87" 3 0 -67.9166666666667 -6.58333333333333 257 104 81
"88" 3 0 -56.0833333333333 -13.5833333333333 249 136 75
"89" 3 0 -48.9166666666667 -8.75 262 126 75
"901" 1 0 -45.75 -14.0833333333333 233 121 71
"91" 1 0 -68.9166666666667 -4.08333333333333 255 95 86
"921" 3 0 -53.75 -16.75 224 133 67
"93" 1 0 -55.4166666666667 -21.5833333333333 227 117 63
"94" 3 0 -68.5833333333333 -14.0833333333333 193 102 71
"95" 1 0 -41.0833333333333 -7.25 260 113 75
"96" 2 0 -46.4166666666667 -22.0833333333333 181 122 65
"97" 3 0 -71.0833333333333 -3.41666666666666 259 93 85
"98" 3 0 -38.5833333333333 -4.91666666666666 267 107 81
"99" 3 0 -53.4166666666667 -19.5833333333333 239 119 69
"100" 1 0 -59.9166666666667 -13.0833333333333 214 131 71
"101" 3 0 -41.75 -7.25 265 116 72
"102" 3 0 -45.4166666666667 -14.4166666666667 230 126 71
"103" 3 0 -67.0833333333333 -14.25 261 113 71
"104" 2 0 -70.0833333333333 -5.25 256 102 85
"105" 2 0 -64.75 -2.25 264 92 87
"106" 1 0 -55.4166666666667 -12.25 249 142 69
"107" 3 0 -41.75 -19.75 226 124 65
"108" 2 0 -64.25 -15.0833333333333 256 115 66
"109" 3 0 -46.5833333333333 -21.75 182 119 65
"110" 3 0 -64.25 -3.58333333333333 268 89 85
"111" 1 0 -73.4166666666667 -6.25 262 104 80
"112" 3 0 -44.0833333333333 -5.58333333333333 267 109 72
"113" 3 0 -56.9166666666667 -20.4166666666667 239 116 63
"114" 2 0 -63.75 -9.08333333333333 259 104 72
"115" 3 0 -46.9166666666667 -11.9166666666667 259 122 71
"116" 3 0 -43.4166666666667 -2.75 270 87 82
"117" 3 0 -75.5833333333333 -13.9166666666667 171 148 69
"118" 2 0 -50.9166666666667 -21.5833333333333 221 125 63
"119" 1 0 -54.4166666666667 -23.9166666666667 217 117 57
"120" 1 0 -56.5833333333333 -5.41666666666666 264 103 74
"121" 2 0 -73.0833333333333 -11.4166666666667 256 119 80
"122" 3 0 -58.0833333333333 -29.4166666666667 198 116 48
"123" 1 0 -45.75 -7.08333333333333 258 119 73
"124" 1 0 -58.25 -12.4166666666667 243 136 69
"125" 1 0 -59.25 -18.4166666666667 249 129 67
"126" 1 0 -53.4166666666667 -23.4166666666667 214 130 63
"127" 1 0 -62.75 -15.25 248 125 69
"128" 3 0 -68.25 -2.41666666666666 254 90 86
"129" 3 0 -57.4166666666667 -26.5833333333333 223 114 52
"130" 2 0 -55.5833333333333 -11.5833333333333 252 142 69
"131" 3 0 -64.4166666666667 -7.08333333333333 263 101 77
"132" 2 0 -54.4166666666667 -31.5833333333333 181 116 51
"133" 1 0 -66.75 -18.0833333333333 56 176 66
"134" 3 0 -57.0833333333333 -23.5833333333333 233 118 57
"135" 1 0 -62.0833333333333 -13.75 243 129 71
"136" 1 0 -62.5833333333333 -17.0833333333333 244 120 69
"137" 2 0 -50.9166666666667 -20.0833333333333 231 128 68
"138" 1 0 -50.9166666666667 -15.5833333333333 258 112 69
"139" 2 0 -69.75 -12.75 251 106 74
"140" 2 0 -43.4166666666667 -3.58333333333333 270 99 77
"141" 3 0 -43.0833333333333 -11.25 257 134 81
"142" 3 0 -52.4166666666667 -16.9166666666667 239 127 70
"143" 1 0 -55.5833333333333 -6.08333333333333 254 112 73
"144" 1 0 -59.0833333333333 -19.4166666666667 242 132 66
"145" 1 0 -47.9166666666667 -14.0833333333333 251 105 69
"146" 2 0 -46.4166666666667 -19.25 212 121 68
"147" 3 0 -39.4166666666667 -11.5833333333333 232 101 70
"148" 3 0 -66.75 -16.4166666666667 197 133 70
"149" 1 0 -51.9166666666667 -14.75 256 130 71
"150" 3 0 -54.75 -5.91666666666666 255 113 75
"151" 1 0 -64.4166666666667 -3.41666666666666 269 89 84
"152" 1 0 -57.4166666666667 -23.25 237 119 57
"153" 2 0 -59.4166666666667 -11.75 232 131 69
"154" 2 0 -44.75 -7.25 265 115 73
"155" 3 0 -58.25 -13.5833333333333 236 138 71
"156" 1 0 -44.9166666666667 -11.75 238 148 70
"157" 2 0 -52.75 -24.25 201 120 61
"158" 2 0 -44.4166666666667 -2.75 271 83 83
"159" 3 0 -43.5833333333333 -14.75 245 123 71
"160" 3 0 -71.4166666666667 -16.4166666666667 113 168 80
"161" 2 0 -59.25 -9.08333333333333 256 119 66
"162" 2 0 -53.0833333333333 -26.25 174 137 60
"163" 1 0 -42.0833333333333 -7.41666666666666 266 125 75
"164" 3 0 -65.5833333333333 -14.0833333333333 257 119 70
"165" 1 0 -56.9166666666667 -8.58333333333333 255 126 66
"166" 1 0 -48.9166666666667 -7.75 261 122 76
"167" 2 0 -53.5833333333333 -7.58333333333333 252 130 74
"168" 3 0 -54.9166666666667 -14.9166666666667 234 130 71
"169" 2 0 -42.75 -16.5833333333333 217 129 69
"170" 2 0 -46.5833333333333 -15.0833333333333 229 115 71
"171" 1 0 -51.4166666666667 -30.25 192 93 48
"172" 2 0 -44.9166666666667 -7.58333333333333 261 117 74
"173" 3 0 -39.25 -11.4166666666667 229 104 70
"174" 1 0 -60.4166666666667 -17.5833333333333 247 124 65
"175" 3 0 -37.5833333333333 -5.41666666666666 277 101 80
"176" 1 0 -38.9166666666667 -10.4166666666667 230 114 70
"177" 1 0 -59.25 -17.25 250 120 67
"178" 2 0 -52.75 -21.9166666666667 227 123 66
"179" 3 0 -56.25 -23.4166666666667 224 116 57
"180" 3 0 -46.75 -15.4166666666667 222 116 70
"181" 1 0 -44.75 -21.75 185 131 66
"182" 1 0 -45.4166666666667 -2.08333333333333 270 80 80
"183" 1 0 -66.9166666666667 -13.5833333333333 262 114 72
"184" 3 0 -62.9166666666667 -15.4166666666667 250 123 68
"185" 2 0 -72.5833333333333 -10.25 256 114 78
"186" 2 0 -48.4166666666667 -22.4166666666667 200 119 63
"187" 2 0 -70.4166666666667 -4.58333333333333 257 100 86
"188" 3 0 -47.25 -21.0833333333333 205 113 67
"189" 3 0 -57.9166666666667 -18.0833333333333 252 120 67
"190" 1 0 -66.9166666666667 -18.25 76 181 65
"191" 2 0 -50.75 -8.58333333333333 258 130 76
"192" 2 0 -61.9166666666667 -5.75 264 92 80
"193" 2 0 -65.25 -3.25 266 90 86
"194" 3 0 -48.75 -24.75 201 100 52
"195" 2 0 -59.5833333333333 -16.0833333333333 239 132 69
"196" 3 0 -70.75 -10.9166666666667 247 115 75
"197" 1 0 -67.5833333333333 -14.0833333333333 258 112 71
"198" 1 0 -74.4166666666667 -11.4166666666667 223 131 81
"199" 1 0 -51.0833333333333 -26.0833333333333 166 120 58
"200" 2 0 -71.4166666666667 -5.25 257 100 83
"201" 2 0 -53.4166666666667 -13.4166666666667 244 143 70
"202" 3 0 -70.75 -7.58333333333333 256 106 82
"203" 3 0 -52.4166666666667 -24.25 195 117 61
"204" 2 0 -47.75 -6.75 251 115 73
"205" 3 0 -69.9166666666667 -1.75 256 89 88
"206" 2 0 -52.0833333333333 -10.4166666666667 260 134 72
"207" 1 0 -69.4166666666667 -17.25 39 170 71
"208" 1 0 -53.0833333333333 -15.4166666666667 232 150 68
"209" 3 0 -49.75 -3.58333333333333 270 104 87
"210" 2 0 -52.5833333333333 -20.9166666666667 238 120 68
"211" 2 0 -46.0833333333333 -9.58333333333333 256 130 73
"212" 3 0 -74.0833333333333 -13.4166666666667 84 160 76
"213" 3 0 -45.9166666666667 -19.5833333333333 211 132 67
"214" 2 0 -73.5833333333333 -9.58333333333333 259 112 78
"215" 3 0 -54.75 -10.75 250 146 69
"216" 3 0 -55.0833333333333 -11.4166666666667 250 145 70
"217" 2 0 -55.25 -26.4166666666667 203 130 57
"218" 2 0 -74.25 -7.41666666666666 260 111 78
"219" 1 0 -70.25 -15.25 83 166 70
"220" 3 0 -64.75 -11.4166666666667 262 115 71
"221" 3 0 -65.75 -8.08333333333333 261 105 78
"222" 1 0 -51.75 -15.9166666666667 257 120 68
"223" 2 0 -60.9166666666667 -12.5833333333333 228 129 70
"224" 1 0 -47.25 -13.75 239 105 70
"225" 2 0 -51.5833333333333 -17.9166666666667 232 119 73
"226" 2 0 -52.75 -8.75 254 136 73
"227" 1 0 -44.9166666666667 -17.0833333333333 230 140 67
"228" 3 0 -43.4166666666667 -14.9166666666667 243 119 72
"229" 1 0 -53.0833333333333 -9.91666666666666 253 141 70
"230" 3 0 -61.0833333333333 -12.75 229 129 70
"231" 3 0 -41.5833333333333 -14.0833333333333 236 114 71
"232" 3 0 -50.9166666666667 -14.4166666666667 262 117 70
"233" 1 0 -40.4166666666667 -10.0833333333333 218 117 74
"234" 2 0 -49.75 -21.5833333333333 218 127 65
"235" 1 0 -43.9166666666667 -23.0833333333333 231 89 58
"236" 2 0 -69.0833333333333 -10.0833333333333 250 114 74
"237" 1 0 -66.4166666666667 -7.25 260 103 79
"238" 3 0 -59.5833333333333 -12.0833333333333 225 130 68
"239" 3 0 -64.5833333333333 -6.08333333333333 264 96 80
"240" 2 0 -57.0833333333333 -24.75 228 104 53
"241" 3 0 -37.75 -12.0833333333333 245 82 67
"242" 2 0 -51.25 -27.25 161 116 56
"243" 1 0 -58.5833333333333 -10.5833333333333 247 130 68
"244" 2 0 -38.25 -6.08333333333333 266 102 77
"245" 1 0 -70.4166666666667 -13.5833333333333 168 134 75
"246" 1 0 -39.4166666666667 -12.25 232 81 65
"247" 3 0 -50.5833333333333 -10.5833333333333 272 123 75
"248" 1 0 -47.5833333333333 -21.25 214 124 67
"249" 1 0 -65.0833333333333 -4.58333333333333 265 90 83
"250" 2 0 -68.4166666666667 -18.0833333333333 38 184 70
"251" 2 0 -55.4166666666667 -26.5833333333333 206 126 57
"252" 1 0 -62.0833333333333 -12.75 243 129 71
"253" 2 0 -51.75 -30.0833333333333 193 94 48
"254" 1 0 -39.5833333333333 -5.41666666666666 261 91 78
"255" 1 0 -75.25 -9.41666666666666 258 116 84
"256" 2 0 -43.25 -7.41666666666666 269 116 75
"257" 2 0 -43.0833333333333 -21.4166666666667 220 121 63
"258" 3 0 -42.75 -17.4166666666667 217 124 69
"259" 3 0 -49.9166666666667 -5.08333333333333 265 102 85
"260" 3 0 -69.0833333333333 -15.9166666666667 94 122 67
"261" 3 0 -49.5833333333333 -17.5833333333333 240 123 68
"262" 1 0 -57.9166666666667 -9.75 253 128 67
"263" 1 0 -66.4166666666667 -11.25 263 114 69
"264" 1 0 -68.9166666666667 -3.08333333333333 256 91 86
"265" 2 0 -61.0833333333333 -11.25 236 129 68
"266" 3 0 -48.25 -10.9166666666667 260 125 66
"267" 1 0 -56.25 -31.25 177 122 48
"268" 2 0 -65.4166666666667 -1.75 261 93 87
"269" 1 0 -45.0833333333333 -11.0833333333333 241 153 68
"270" 3 0 -36.75 -10.25 256 90 65
"271" 1 0 -50.75 -17.0833333333333 235 115 69
"272" 3 0 -46.5833333333333 -7.58333333333333 259 117 72
"273" 3 0 -75.75 -12.75 50 144 78
"274" 2 0 -48.75 -24.4166666666667 174 105 54
"275" 3 0 -45.9166666666667 -15.9166666666667 237 137 70
"276" 2 0 -48.9166666666667 -6.75 262 113 77
"277" 1 0 -65.4166666666667 -12.5833333333333 265 119 71
"278" 2 0 -50.9166666666667 -18.4166666666667 239 120 72
"279" 3 0 -45.75 -2.25 268 86 83
"280" 2 0 -44.9166666666667 -10.25 249 145 70
"281" 1 0 -42.5833333333333 -13.0833333333333 239 129 72
"282" 3 0 -63.9166666666667 -12.75 258 123 71
"283" 3 0 -65.4166666666667 -11.25 265 112 70
"284" 2 0 -47.4166666666667 -21.25 213 122 67
"285" 2 0 -56.5833333333333 -19.75 254 112 65
"286" 3 0 -51.75 -27.9166666666667 178 107 55
"287" 3 0 -54.25 -29.0833333333333 190 114 52
"288" 3 0 -56.5833333333333 -7.08333333333333 256 116 67
"289" 2 0 -45.0833333333333 -14.4166666666667 233 129 71
"290" 2 0 -56.5833333333333 -23.25 229 117 57
"291" 2 0 -60.0833333333333 -9.41666666666666 252 119 67
"292" 3 0 -55.9166666666667 -7.91666666666666 255 126 67
"293" 1 0 -51.25 -17.4166666666667 228 117 71
"294" 1 0 -39.9166666666667 -12.25 233 91 68
"295" 2 0 -56.9166666666667 -13.4166666666667 252 137 74
"296" 1 0 -68.75 -11.4166666666667 250 108 66
"297" 2 0 -53.0833333333333 -27.4166666666667 198 112 54
"298" 2 0 -54.5833333333333 -21.25 232 115 68
"299" 1 0 -65.0833333333333 -7.58333333333333 263 102 76
"300" 3 0 -54.4166666666667 -27.25 196 126 56
