"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","AUC","TSS","algoritmo","run","partition"
"1",0.06808182,0.06808182,-1e-04,0.18171818,0.06808182,0.06808182,0.857142857142857,0.687142857142857,"bioclim",1,1
"2",0.27262727,0.06808182,-1e-04,0.15899091,0.06808182,0.09080909,0.947619047619048,0.824761904761905,"bioclim",1,2
"3",0.16656667,0.16656667,-1e-04,0.16656667,0.11894762,0.11894762,0.93195652173913,0.806086956521739,"bioclim",1,3
