"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","AUC","TSS","algoritmo","run","partition"
"1",0.44434444,0.37027037,-1e-04,0.14804815,0.07397407,0.03693704,0.731923076923077,0.421538461538462,"bioclim",1,1
"2",0.26913077,0.23066923,0.07682308,0.11528462,0.23066923,0.19220769,0.923928571428571,0.707142857142857,"bioclim",1,2
"3",0.11101111,0.07397407,-1e-04,0.11101111,0.07397407,0.03693704,0.792692307692308,0.576153846153846,"bioclim",1,3
